recipe_id,ingredient_name
2205910,dill
2205910,leeks
2205910,lemons
2205910,onions
2205910,tomatoes
2205910,fish stock
2205910,fish fillets
2205910,allspice berries
2205910,Cyprus potatoes
2205911,garlic
2205911,lemons
2205911,dried oregano
2205911,pork
2205912,pita bread
2205912,cucumbers
2205912,rosemary
2205912,honey
2205912,lemons
2205912,mayonnaise
2205912,English mustard
2205912,red onions
2205912,parsley
2205912,thyme
2205912,tomatoes
2205912,Greek yoghurt
2205912,pork tenderloin
2205912,chips (UK)
2205912,dried mint
2205912,sweet smoked paprika
2205913,pita bread
2205913,cucumbers
2205913,lemons
2205913,black olives
2205913,onions
2205913,dried oregano
2205913,parsley
2205913,tomatoes
2205913,Greek yoghurt
2205913,dried chilli flakes
2205913,chilli sauce
2205913,white cabbage
2205913,dried mint
2205913,pickled green chillies
2205913,chicken thigh fillets
2205914,potatoes
2205915,coriander leaves
2205915,red onions
2205915,tomato purée
2205915,tinned tomatoes
2205915,dried chilli flakes
2205915,red chillies
2205916,ground cinnamon
2205916,lemons
2205916,onions
2205916,parsley
2205916,tomatoes
2205916,pork mince
2205916,red wine
2205916,caul fat
2205917,ground cinnamon
2205917,long-grain rice
2205917,lemons
2205917,eggs
2205917,chicken stock
2205918,ground allspice
2205918,chicken thighs
2205918,cinnamon sticks
2205918,onions
2205918,orzo pasta
2205918,tomato purée
2205918,tomatoes
2205918,chicken stock
2205918,halloumi cheese
2205918,fresh oregano
2205918,cherry tomatoes on the vine
2205919,whole chicken
2205919,coriander leaves
2205919,coriander seeds
2205919,lemons
2205919,cumin seeds
2205920,green peppers
2205920,red peppers
2205920,red onions
2205920,tomato purée
2205920,tomatoes
2205920,red chillies
2205920,green chilli peppers
2205920,loukanika sausage
2205921,spring onions
2205921,coriander seeds
2205921,pork shoulder
2205921,mushrooms
2205921,chicken stock
2205921,red wine
2205921,Commandaria wine
2205922,cinnamon sticks
2205922,whole cloves
2205922,onions
2205922,oranges
2205922,thyme
2205922,pork shoulder
2205922,quinces
2205922,chicken stock
2205922,dry white wine
2205923,bay leaves
2205923,cinnamon sticks
2205923,ground cinnamon
2205923,onions
2205923,parsley
2205923,tomato purée
2205923,tomatoes
2205923,pork mince
2205923,eggs
2205923,milk
2205923,butter
2205923,beef stock
2205923,halloumi cheese
2205923,plain flour
2205923,mezzani pasta
2205924,bay leaves
2205924,beef mince
2205924,cinnamon sticks
2205924,ground cinnamon
2205924,aubergines
2205924,garlic
2205924,onions
2205924,dried oregano
2205924,tomato purée
2205924,courgettes
2205924,pork mince
2205924,eggs
2205924,potatoes
2205924,milk
2205924,butter
2205924,red wine
2205924,tomato passata
2205924,kefalotyri cheese
2205924,whole nutmeg
2205925,ground allspice
2205925,bay leaves
2205925,cinnamon sticks
2205925,whole cloves
2205925,thyme
2205925,tomato purée
2205925,tomatoes
2205925,baby onions
2205925,beef stock
2205925,red wine
2205925,braising beef
2205925,Cyprus potatoes
2205926,sesame seeds
2205926,capers
2205926,coriander leaves
2205926,lemons
2205926,mint
2205926,parsley
2205926,cumin seeds
2205926,green chillies
2205926,flatbread
2205926,lamb cutlets
2205926,anchovies
2205927,bay leaves
2205927,cinnamon sticks
2205927,garlic
2205927,lamb legs
2205927,lemons
2205927,onions
2205927,dried oregano
2205927,tomatoes
2205927,white wine
2205927,Cyprus potatoes
2205928,bay leaves
2205928,ground cumin
2205928,long-grain rice
2205928,onions
2205928,parsley
2205928,tomato purée
2205928,tomatoes
2205928,chicken stock
2205928,lamb neck fillets
2205928,Cyprus potatoes
2205929,bay leaves
2205929,cinnamon sticks
2205929,garlic
2205929,lamb shoulder
2205929,red onions
2205929,beef stock
2205929,date molasses
2205929,fresh dates
2205930,lemons
2205930,dried oregano
2205930,olive oil
2205931,kohlrabi
2205931,lemons
2205931,artichokes
2205932,spring onions
2205932,sesame seeds
2205932,avocados
2205932,lemons
2205932,mint
2205932,tahini
2205932,radishes
2205932,little gem lettuce
2205933,lemons
2205933,onions
2205933,white cabbage
2205934,green peppers
2205934,feta cheese
2205934,cucumbers
2205934,Kalamata olives
2205934,red onions
2205934,dried oregano
2205934,tomatoes
2205935,mint
2205935,red onions
2205935,pomegranate molasses
2205935,pomegranate seeds
2205936,spring onions
2205936,rocket
2205936,dried cherries
2205936,ground cinnamon
2205936,lemons
2205936,mint
2205936,dried oregano
2205936,butternut squash
2205936,tahini
2205936,yoghurt
2205937,basil
2205937,capers
2205937,feta cheese
2205937,black olives
2205937,red onions
2205937,dried oregano
2205937,parsley
2205937,tomatoes
2205937,dakos
2205938,celery
2205938,cucumbers
2205938,red onions
2205938,tomatoes
2205938,eggs
2205938,cooked beetroots
2205938,Cyprus potatoes
2205969,spring onions
2205969,dill
2205969,lemons
2205969,tomatoes
2205969,olive oil
2205969,vegetable stock
2205969,fresh peas in pods
2205969,fresh broad beans in pods
2205970,rocket
2205970,honey
2205970,lemons
2205970,mint
2205970,nectarines
2205970,glystrida
2205970,halloumi cheese
2205970,flaked almonds
2205971,saffron
2205971,cauliflower
2205971,Medjool dates
2205971,mint
2205971,onions
2205971,parsley
2205971,cumin seeds
2205972,celery
2205972,okra
2205972,black olives
2205972,onions
2205972,tomato purée
2205972,tomatoes
2205973,coriander leaves
2205973,mint
2205973,onions
2205973,parsley
2205973,tomato purée
2205973,Greek yoghurt
2205973,vegetable stock
2205973,vermicelli pasta
2205973,coarse bulgur
2205973,pomegranate seeds
2205974,spring onions
2205974,coriander leaves
2205974,lemons
2205974,parsley
2205974,Cyprus potatoes
2205975,garlic
2205975,lemons
2205975,artichokes
2205975,Cyprus potatoes
2205976,brandy
2205976,orange blossom water
2205976,icing sugar
2205976,butter
2205976,egg yolks
2205976,blanched almonds
2205976,plain flour
2205977,brandy
2205977,cinnamon sticks
2205977,ground cinnamon
2205977,honey
2205977,oranges
2205977,caster sugar
2205977,walnuts
2205977,mixed spice (UK)
2205977,plain flour
2205979,semolina
2205979,figs
2205979,oranges
2205979,orange blossom water
2205979,caster sugar
2205979,eggs
2205979,butter
2205979,ground almonds
2205980,cinnamon sticks
2205980,filo pastry
2205980,oranges
2205980,caster sugar
2205980,Greek yoghurt
2205980,olive oil
2205980,eggs
2205980,vanilla bean paste
2205981,double cream
2205981,strawberries
2205981,caster sugar
2205981,Greek yoghurt
2205981,pistachio nuts
2205981,eggs
2205981,self-raising flour
2205981,butter
2205981,rose water
2205982,cinnamon sticks
2205982,whole cloves
2205982,caster sugar
2205982,dried yeast
2205982,potatoes
2205982,vegetable oil
2205982,rose water
2205982,strong bread flour
2206172,sesame seeds
2206172,coriander seeds
2206172,fennel seeds
2206172,honey
2206172,caster sugar
2206172,pistachio nuts
2206172,cumin seeds
2206173,brandy
2206173,ground cinnamon
2206173,caster sugar
2206173,walnuts
2206173,apples
2206173,olive oil
2206173,eggs
2206173,plain flour
2206174,apricot jam
2206174,apricots
2206174,double cream
2206174,honey
2206174,caster sugar
2206174,pine nuts
2206174,eggs
2206174,kataifi pastry
2206175,almonds
2206175,ground cinnamon
2206175,whole cloves
2206175,filo pastry
2206175,honey
2206175,lemons
2206175,caster sugar
2206175,walnuts
2206175,pistachio nuts
2206175,eggs
2206175,butter
2206176,cinnamon sticks
2206176,whole cloves
2206176,filo pastry
2206176,lemons
2206176,orange blossom water
2206176,caster sugar
2206176,eggs
2206176,milk
2206176,fine semolina
2206177,ground cinnamon
2206177,double cream
2206177,filo pastry
2206177,oranges
2206177,caster sugar
2206177,eggs
2206177,milk
2206177,fine semolina
2206178,brandy
2206178,whole cloves
2206178,double cream
2206178,honey
2206178,lemons
2206178,caster sugar
2206178,walnuts
2206178,quinces
2206178,milk
2206178,gelatine leaves
2206178,sponge cake
2206178,egg yolks
2206179,mastic
2206179,orange blossom water
2206179,caster sugar
2206179,pistachio nuts
2206179,single cream
2206179,milk
2206179,niseste
2206180,cornflour
2206180,icing sugar
2206180,granulated sugar
2206180,bergamots
2206181,lemons
2206181,caster sugar
2206181,watermelons
2206181,rose water
2206182,cherries
2206182,whole star anise
2206182,caster sugar
2206182,Commandaria wine
2206183,ricotta cheese
2206183,double cream
2206183,honey
2206183,caster sugar
2206183,thyme
2206184,double cream
2206184,fennel seeds
2206184,caster sugar
2206184,pink peppercorns
2206184,milk
2206184,rose water
2206185,honey
2206185,yeast
2206185,strong bread flour
2206186,sesame seeds
2206186,caster sugar
2206186,dried yeast
2206186,strong bread flour
2206187,sesame seeds
2206187,ground cinnamon
2206187,mahlepi
2206187,mastic
2206187,mint
2206187,caster sugar
2206187,raisins
2206187,eggs
2206187,milk
2206187,halloumi cheese
2206187,fresh yeast
2206187,mature cheddar cheese
2206187,flaouna cheese
2206187,strong bread flour
2206188,ground cinnamon
2206188,bread flour
2206188,honey
2206188,yeast
2206188,dark tahini
2206189,store-cupboard ingredients
2206189,plain flour
2206190,lemons
2206190,caster sugar
2206190,rose water
2206191,lemons
2206191,caster sugar
2206192,cinnamon sticks
2206192,caster sugar
2206192,bitter almonds
2206192,blanched almonds
2206193,herbs or spices of your choice
2206194,cinnamon sticks
2206194,whole cloves
2206194,English breakfast tea
2206195,Greek coffee
2206196,instant coffee granules
2206196,store-cupboard ingredients
2206197,lemons
2206197,caster sugar
2206197,Prosecco wine
2206197,rose water
2206197,pomegranate seeds
2206198,basil
2206198,soda water
2206198,sugar syrup
2206198,mastiha liqueur
2206199,ground cinnamon
2206199,whole cloves
2206199,honey
2206199,tsipouro
2206200,Angostura bitters
2206200,brandy
2206200,lemons
2206200,caster sugar
2206200,lemonade
2196547,bay leaves
2196547,carrots
2196547,celery
2196547,garlic
2196547,onions
2196547,black peppercorns
2196547,dried shiitake mushrooms
2196547,rosemary sprigs
2196547,light miso
2196547,dried kombu
2196547,thyme sprigs
2196548,crème fraîche
2196548,sultanas
2196548,porridge oats
2196548,date syrup
2196548,dried mulberries
2196549,basil
2196549,lemons
2196549,groundnut oil
2196549,green olives
2196549,parsley
2196549,eggs
2196549,fine polenta
2196549,artichokes in oil
2196549,canned haricot beans
2196549,black garlic
2196550,aubergines
2196550,fish sauce
2196550,fresh ginger
2196550,limes
2196550,mint
2196550,groundnut oil
2196550,palm sugar
2196550,apples
2196550,natural yogurt
2196550,red chillies
2196550,green chillies
2196550,tamarind paste
2196551,Brussels sprouts
2196551,groundnut oil
2196551,Japanese pickles
2196551,light miso
2196551,brown sushi rice
2196552,basil
2196552,burrata cheese
2196552,cherry tomatoes
2196552,canned cannellini beans
2196553,carrots
2196553,curry powder
2196553,groundnut oil
2196553,onions
2196553,parsley
2196553,butternut squash
2196553,turmeric
2196553,vegetable stock
2196553,panko breadcrumbs
2196553,togarashi spice
2196554,feta cheese
2196554,groundnut oil
2196554,parsley
2196554,butternut squash
2196554,thyme
2196554,eggs
2196555,spring onions
2196555,bean sprouts
2196555,nigella seeds
2196555,groundnut oil
2196555,eggs
2196555,pak choi
2196555,green chillies
2196555,edamame beans
2196555,coriander sprigs
2196556,basil
2196556,fennel
2196556,mint
2196556,halloumi cheese
2196556,frozen peas
2196557,shallots
2196557,lemons
2196557,parsley
2196557,pistachio nuts
2196557,sultanas
2196557,Jerusalem artichokes
2196557,black grapes
2196564,coriander leaves
2196564,double cream
2196564,dill
2196564,garlic
2196564,parsley
2196564,king oyster mushrooms
2196564,coriander stems
2196564,canned chickpeas
2196567,Parmesan cheese
2196567,parsley
2196567,eggs
2196567,self-raising flour
2196567,milk
2196568,onions
2196568,pumpkins
2196568,rosemary sprigs
2196569,soy sauce
2196569,fresh ginger
2196569,groundnut oil
2196569,sesame oil
2196569,eggs
2196569,udon noodles
2196569,red chillies
2196569,green chillies
2196569,rainbow chard
2196569,coriander sprigs
2196570,spring onions
2196570,coriander leaves
2196570,fresh ginger
2196570,sesame oil
2196570,rice vinegar
2196570,radishes
2196570,ponzu sauce
2196570,soft tofu
2196570,frying oil of your choice
2196579,rye bread
2196579,dill
2196579,apple cider vinegar
2196579,poppy seeds
2196579,sharp apples
2196579,pickled beetroots
2196579,goat curd
2196579,sunflower seeds
2196582,spring onions
2196582,spinach
2196582,chives
2196582,parsley
2196582,tarragon
2196582,cream cheese
2196582,crumpets
2196584,spinach
2196584,ground cumin
2196584,curry powder
2196584,turmeric
2196584,eggs
2196584,ciabatta bread
2196584,chilli flakes
2196586,double cream
2196586,leeks
2196586,Dijon mustard
2196586,crumpets
2196586,Caerphilly cheese
2196586,coarse grain mustard
2196590,thyme
2196590,breakfast muffins (UK)
2196590,chestnut mushrooms
2196590,soft blue cheese
2196592,spring onions
2196592,feta cheese
2196592,mozzarella cheese
2196592,coriander leaves
2196592,cherry tomatoes
2196592,naan bread
2196867,carrots
2196867,garlic
2196867,parsley
2196867,Jerusalem artichokes
2196867,butter
2196867,vegetable stock
2196867,parsnips
2196867,celeriac
2196867,beetroots
2196867,smoked salt
2196867,sunflower seeds
2196867,thyme sprigs
2196868,Brussels sprouts
2196868,double cream
2196868,dill
2196868,breadcrumbs
2196868,smoked mozzarella cheese
2196869,red peppers
2196869,aubergines
2196869,garlic
2196869,cherry tomatoes
2196869,canned butter beans
2196869,rosemary sprigs
2196870,mint
2196870,cabbage
2196870,berbere spice mix
2196870,frozen peas
2196870,white breadcrumbs
2196871,coriander seeds
2196871,nigella seeds
2196871,groundnut oil
2196871,cumin seeds
2196871,paneer
2196871,black mustard seeds
2196871,mixed carrots
2196872,spring onions
2196872,bay leaves
2196872,cauliflower
2196872,whole cloves
2196872,black peppercorns
2196872,milk
2196872,white onions
2196873,bay leaves
2196873,Parmesan cheese
2196873,onions
2196873,tarragon
2196873,eggs
2196873,milk
2196873,strong cheddar cheese
2196874,black peppercorns
2196874,grapes
2196874,Camembert cheese
2196874,crusty bread
2196874,thyme sprigs
2196875,shallots
2196875,lemons
2196875,oranges
2196875,tahini
2196875,radicchio
2196875,canned butter beans
2196875,canned chickpeas
2196875,thyme sprigs
2196876,white bread
2196876,double cream
2196876,fennel
2196876,oranges
2196876,parsley
2196876,pine kernels
2196877,ground cayenne pepper
2196877,curry leaves
2196877,fresh ginger
2196877,onions
2196877,sweet potatoes
2196877,canned tomatoes
2196877,turmeric
2196877,vegetable stock
2196877,chilli flakes
2196877,cumin seeds
2196877,yellow split lentils
2196877,green cardamom pods
2196878,sesame seeds
2196878,sumac
2196878,tahini
2196878,thyme
2196878,portobello mushrooms
2196878,black sesame seeds
2196878,canned chickpeas
2196879,bay leaves
2196879,double cream
2196879,onions
2196879,black peppercorns
2196879,Taleggio cheese
2196879,thyme sprigs
2196880,parsnips
2196880,dried porcini mushrooms
2196880,goat curd
2196880,banana shallots
2196880,rosemary sprigs
2196880,thyme sprigs
2196881,swedes
2196881,carrots
2196881,feta cheese
2196881,fennel seeds
2196881,red onions
2196881,parsnips
2196881,yellow mustard seeds
2196881,smoked garlic
2196881,thyme sprigs
2196882,Brussels sprouts
2196882,double cream
2196882,garlic
2196882,baking potatoes
2196883,double cream
2196883,onions
2196883,paprika
2196883,sweet potatoes
2196883,chilli flakes
2196883,baking potatoes
2196883,yellow mustard seeds
2196884,spring onions
2196884,fennel seeds
2196884,lemons
2196884,tahini
2196884,thyme sprigs
2196884,yellow-fleshed potatoes
2196885,garlic
2196885,horseradish root
2196885,tomatoes
2196885,potatoes
2196886,garlic
2196886,lemons
2196886,parsley
2196886,pink peppercorns
2196886,pumpkins
2196886,rosemary sprigs
2196886,canned chickpeas
2196886,thyme sprigs
2196887,couscous
2196887,parsley
2196887,za'atar
2196887,pumpkins
2196887,chilli flakes
2196887,date syrup
2196887,coarse grain mustard
2196887,coriander sprigs
2197393,double cream
2197393,pumpkins
2197393,chicken stock
2197393,coarse grain mustard
2197395,mozzarella cheese
2197395,sweet potatoes
2197395,radishes
2197395,jalapeño chiles
2197395,canned black-eyed beans
2197397,onions
2197397,sweet potatoes
2197397,turmeric
2197397,yellow mustard seeds
2197397,cherry tomatoes on the vine
2197401,blackberries
2197401,walnut oil
2197401,apple cider vinegar
2197401,walnuts
2197401,apples
2197401,blue cheese
2197401,winter salad leaves
2197403,mint
2197403,parsley
2197403,sherry vinegar
2197403,watercress
2197403,radishes
2197403,blood oranges
2197403,pumpkin seeds
2197403,blood orange juice
2197403,beetroots
2197404,white bread
2197404,hazelnuts
2197404,lemons
2197404,green olives
2197404,parsley
2197404,sherry vinegar
2197404,blood oranges
2197404,chestnut mushrooms
2197404,oakleaf lettuce
2197404,black figs
2197407,red cabbage
2197407,carrots
2197407,sour cream
2197407,red onions
2197407,apple cider vinegar
2197407,malt vinegar
2197407,pears
2197407,poppy seeds
2197407,smoked almonds
2197407,coarse grain mustard
2197407,yellow mustard seeds
2198612,Parmesan cheese
2198612,filo pastry
2198612,purple sprouting broccoli
2198612,Taleggio cheese
2198612,sprout tops
2198613,double cream
2198613,leeks
2198613,eggs
2198613,parsnips
2198613,chestnut mushrooms
2198613,puff pastry
2198613,smoked garlic
2198613,thyme sprigs
2198614,basil
2198614,double cream
2198614,leeks
2198614,parsley
2198614,thyme
2198614,plain flour
2198614,butter
2198614,cherry tomatoes
2198614,pecorino cheese
2198615,Parmesan cheese
2198615,thyme
2198615,apples
2198615,plain flour
2198615,butter
2198615,banana shallots
2198615,egg yolks
2198616,swedes
2198616,rye flour
2198616,Gruyère cheese
2198616,onions
2198616,thyme
2198616,eggs
2198616,plain flour
2198616,butter
2198616,chestnut mushrooms
2198617,harissa paste
2198617,sweet potatoes
2198617,ras el hanout
2198617,eggs
2198617,puff pastry
2198617,black sesame seeds
2198618,onions
2198618,natural yoghurt
2198618,garam masala
2198618,vegetable stock
2198618,chilli flakes
2198618,cooked beetroots
2198618,yellow mustard seeds
2198618,split orange lentils
2198619,sour cream
2198619,dill
2198619,horseradish root
2198619,sauerkraut
2198619,vegetable stock
2198619,cooked beetroots
2198620,bay leaves
2198620,carrots
2198620,celery
2198620,kale
2198620,onions
2198620,parsley
2198620,tomatoes
2198620,vegetable stock
2198620,rosemary sprigs
2198620,canned black-eyed beans
2198621,Brussels sprouts
2198621,onions
2198621,milk
2198621,Stilton cheese
2198621,sprout tops
2198622,chives
2198622,horseradish root
2198622,milk
2198622,vegetable stock
2198622,celeriac
2198622,pumpernickel bread
2198623,carrots
2198623,celery
2198623,onions
2198623,parsley
2198623,mustard
2198623,milk
2198623,cheddar cheese
2198623,vegetable stock
2198623,hard cider (alcohol)
2198624,cucumbers
2198624,fennel
2198624,mint
2198624,radishes
2198624,yoghurt
2198624,pickle juice
2198625,shallots
2198625,sour cream
2198625,fresh ginger
2198625,sweet paprika
2198625,butternut squash
2198625,vegetable stock
2198625,chestnut mushrooms
2198625,hot smoked paprika
2198626,spinach
2198626,sour cream
2198626,brown lentils
2198626,mint
2198626,onions
2198626,parsley
2198626,linguine pasta
2198626,turmeric
2198626,vegetable stock
2198626,canned haricot beans
2198626,coriander sprigs
2198626,canned chickpeas
2198627,garlic
2198627,orzo pasta
2198627,milk
2198627,vegetable stock
2198627,smoked mozzarella cheese
2198627,thyme sprigs
2198628,sesame seeds
2198628,butternut squash
2198628,tahini
2198628,vegetable stock
2198628,chestnut mushrooms
2198628,rosemary sprigs
2198718,coriander leaves
2198718,coconut milk
2198718,ground coriander
2198718,ground cumin
2198718,aubergines
2198718,garlic
2198718,fresh ginger
2198718,groundnut oil
2198718,garam masala
2198718,red chillies
2198718,ground chillies
2198718,mixed tomatoes
2198719,basmati rice
2198720,shallots
2198720,carrots
2198720,Arborio rice
2198720,vegetable stock
2198720,coriander sprigs
2198721,dried mushrooms
2198721,greens of your choice
2198721,fregola pasta
2198721,pecorino cheese
2198722,Parmesan cheese
2198722,vegetable stock
2198722,gnocchi
2198722,egg yolks
2198722,frozen peas
2198723,whole cloves
2198723,dill
2198723,long grain rice
2198723,onions
2198723,turmeric
2198723,black peppercorns
2198723,cumin seeds
2198723,canned haricot beans
2198724,swedes
2198724,carrots
2198724,brown lentils
2198724,red lentils
2198724,red onions
2198724,sweet paprika
2198724,pappardelle pasta
2198724,vegetable stock
2198724,hot paprika
2198724,rosemary sprigs
2198724,thyme sprigs
2198725,shallots
2198725,bay leaves
2198725,dill
2198725,risotto rice
2198725,dried mushrooms
2198725,black peppercorns
2198725,milk
2198725,Grana Padano cheese
2198726,labneh cheese
2198726,onions
2198726,tomatoes
2198726,canned tomatoes
2198726,cherry tomatoes
2198726,berbere spice mix
2198726,Mograbia couscous
2198727,spinach
2198727,bay leaves
2198727,coriander leaves
2198727,groundnut oil
2198727,black peppercorns
2198727,sushi rice
2198727,roasted salted peanuts
2198727,king oyster mushrooms
2198727,Thai red curry paste
2198728,cauliflower
2198728,Parmesan cheese
2198728,double cream
2198728,orecchiette pasta
2198728,dill fronds
2198729,spinach
2198729,canned coconut milk
2198729,ground coriander
2198729,ground cumin
2198729,curry powder
2198729,groundnut oil
2198729,onions
2198729,turmeric
2198729,parsnips
2198729,red chillies
2198729,roasted unsalted cashew nuts
2198730,goat cheese
2198730,pearl barley
2198730,vegetable stock
2198730,curly kale
2198730,smoked garlic
2198732,sage
2198732,Parmesan cheese
2198732,double cream
2198732,garlic
2198732,parsley
2198732,butter
2198732,vegetable stock
2198732,chestnut mushrooms
2198732,field mushrooms
2198732,coarse polenta
2198733,crème fraîche
2198733,thyme
2198733,Taleggio cheese
2198733,frying oil
2198733,coarse polenta
2198734,spring onions
2198734,soy sauce
2198734,bay leaves
2198734,whole cloves
2198734,five-spice powder
2198734,nigella seeds
2198734,black peppercorns
2198734,basmati rice
2198734,pak choi
2198734,green cardamom pods
2198734,toasted sesame oil
2198734,tenderstem broccoli
2198735,bay leaves
2198735,whole cloves
2198735,lemons
2198735,limes
2198735,oranges
2198735,black peppercorns
2198735,basmati rice
2198735,lime leaves
2198735,green cardamom pods
2198736,cashew nuts
2198736,coriander leaves
2198736,ground cinnamon
2198736,coconut milk
2198736,ground coriander
2198736,garlic
2198736,fresh ginger
2198736,lemon grass
2198736,limes
2198736,groundnut oil
2198736,sweet potatoes
2198736,sunflower oil
2198736,cumin seeds
2198736,red chillies
2198736,green cardamom pods
2198736,waxy potatoes
2198737,Parmesan cheese
2198737,double cream
2198737,dill
2198737,tagliatelle pasta
2198737,chanterelle mushrooms
2198737,king oyster mushrooms
2198737,shimeji mushrooms
2198738,coriander leaves
2198738,garlic
2198738,groundnut oil
2198738,rice vinegar
2198738,cherry tomatoes
2198738,mirin
2198738,udon noodles
2198738,red chillies
2199134,ground cinnamon
2199134,eggs
2199134,marzipan
2199134,mixed spice (UK)
2199134,puff pastry
2199134,ginger syrup
2199134,cooking apples
2199135,ground cinnamon
2199135,double cream
2199135,nutmeg
2199135,Demerara sugar
2199135,apples
2199135,eggs
2199135,ginger cake
2199135,golden caster sugar
2199136,dark chocolate chips
2199136,maple syrup
2199136,butter
2199136,jumbo oats
2199136,white breadcrumbs
2199136,cooking apples
2199137,ground cinnamon
2199137,whole cloves
2199137,cranberries
2199137,lemons
2199137,oranges
2199137,caster sugar
2199137,pears
2199137,sultanas
2199137,apples
2199137,butter
2199137,mixed spice (UK)
2199137,dark rye bread
2199138,bananas
2199138,maple syrup
2199138,butter
2199138,puff pastry
2199139,dried apricots
2199139,mint
2199139,caster sugar
2199139,pistachio nuts
2199139,sultanas
2199139,dark chocolate
2199139,blanched hazelnuts
2199139,semi-dried prunes
2199140,caster sugar
2199140,eggs
2199140,dark chocolate
2199140,dulce de leche
2199140,cantucci biscuits
2199141,oranges
2199141,caster sugar
2199141,eggs
2199141,plain flour
2199141,dark chocolate
2199141,milk
2199141,candied orange peel
2199142,caster sugar
2199142,butter
2199142,ground almonds
2199142,cream
2199142,damson plums
2199142,sunflower seeds
2199143,double cream
2199143,maple syrup
2199143,caster sugar
2199143,ginger cake
2199143,cardamom pods
2199144,sesame seeds
2199144,ricotta cheese
2199144,double cream
2199144,honey
2199144,lemons
2199144,thyme
2199144,pine kernels
2199144,pistachio nuts
2199144,poppy seeds
2199144,butter
2199144,ground almonds
2199144,blood oranges
2199144,flaked almonds
2199144,blanched hazelnuts
2199145,dark chocolate
2199145,vanilla ice cream
2199145,Pedro Ximénez sherry
2199145,flaked almonds
2199145,crystallised oranges
2199146,cranberries
2199146,double cream
2199146,Marsala wine
2199146,cranberry jelly
2199146,meringues
2199146,all-fruit mincemeat
2199147,mint
2199147,oranges
2199147,papayas
2199147,passion fruit
2199147,persimmons
2199147,cardamom pods
2199148,cinnamon sticks
2199148,whole cloves
2199148,whole star anise
2199148,vanilla pods
2199148,pears
2199148,fruity red wine
2199148,aged pecorino cheese
2199148,cardamom pods
2199149,cinnamon sticks
2199149,whole cloves
2199149,whole star anise
2199149,vanilla pods
2199149,fruity red wine
2199149,cardamom pods
2199150,dried apricots
2199150,cinnamon sticks
2199150,double cream
2199150,lemons
2199150,orange blossom water
2199150,vanilla pods
2199150,pistachio nuts
2199150,milk
2199150,rose petals
2199150,golden caster sugar
2199150,pudding rice
2199150,rosewater
2199151,double cream
2199151,lemons
2199151,caster sugar
2199151,dark chocolate
2199151,blood oranges
2199151,candied orange zest
2199151,oloroso sherry
2199152,bay leaves
2199152,caster sugar
2199152,vanilla pods
2199152,milk
2199152,green cardamom pods
2199152,pudding rice
2199152,fig jam
2184661,pork sausages
2184661,blackberries
2184661,maple syrup
2184661,Dijon mustard
2184661,onions
2184661,tart apples
2184661,rosemary sprigs
2184662,salmon fillets
2184662,cornichons
2184662,lemons
2184662,Dijon mustard
2184662,parsley
2184662,breadcrumbs
2184662,string beans
2184663,pork sausages
2184663,scallions
2184663,English mustard
2184663,eggs
2184663,all-purpose flour
2184663,cheddar cheese
2184663,beer
2184663,beef fat
2184664,red peppers
2184664,yellow peppers
2184664,fennel seeds
2184664,onions
2184664,parsley
2184664,tomatoes
2184664,potatoes
2184664,dried red pepper flakes
2184664,hot Italian sausages
2184664,pecorino cheese
2184665,scallions
2184665,chervil
2184665,mint
2184665,radishes
2184665,butter
2184665,lamb loin
2184665,dry vermouth
2184665,frozen peas
2184666,salmon fillets
2184666,scallions
2184666,fresh ginger
2184666,peanut oil
2184666,bok choy
2184666,mirin
2184666,shiitake mushrooms
2184666,white miso
2184666,light soy sauce
2184666,toasted sesame oil
2184666,clear honey
2184667,caraway seeds
2184667,garlic
2184667,onions
2184667,apple cider vinegar
2184667,dried red pepper flakes
2184667,tart apples
2184667,pork chops
2184667,beets
2184667,sweet Hungarian paprika
2184668,lemons
2184668,green olives
2184668,parsley
2184668,thyme
2184668,breadcrumbs
2184668,Spanish chorizo sausages
2184668,Amontillado sherry
2184668,smoked paprika
2184668,baby potatoes
2184668,cod fillets
2184668,cherry tomatoes on the vine
2184669,goat cheese
2184669,garlic
2184669,black olives
2184669,red onions
2184669,thyme
2184669,cherry tomatoes
2184669,lamb loin chops
2184669,waxy potatoes
2184671,Parmesan cheese
2184671,heavy cream
2184671,English mustard
2184671,tomatoes
2184671,finnan haddie
2184671,waxy potatoes
2184671,extra-sharp cheddar cheese
2184671,thyme sprigs
2184672,soy sauce
2184672,duck breasts
2184672,five spice powder
2184672,ground ginger
2184672,oranges
2184672,plums
2184672,dried red pepper flakes
2184672,clear honey
2184673,scallions
2184673,sesame seeds
2184673,soy sauce
2184673,carrots
2184673,cucumbers
2184673,lettuce
2184673,maple syrup
2184673,peanut oil
2184673,pork belly
2184673,gochujang
2184673,gochugaru
2184673,toasted sesame oil
2184673,doenjang
2184674,green peppers
2184674,red peppers
2184674,cilantro
2184674,ground cumin
2184674,onions
2184674,sweet potatoes
2184674,lamb loin chops
2184675,scallions
2184675,soy sauce
2184675,fresh ginger
2184675,peanut oil
2184675,butter
2184675,beef sirloin steaks
2184676,feta cheese
2184676,chicken thighs
2184676,dill
2184676,garlic
2184676,harissa paste
2184676,lemons
2184676,red onions
2184676,Greek yogurt
2184676,waxy potatoes
2184677,scallions
2184677,sesame seeds
2184677,chicken thighs
